Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Albania,ALB,53.7709999084473,51.7690010070801,45.693000793457,47.1040000915527,48.8059997558594,44.6500015258789,44.7890014648438,47.6759986877441,47.4589996337891,47.3120002746582,47.1910018920898,47.0810012817383
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Armenia,ARM,48.9389991760254,48,49.5870018005371,52.0919990539551,51.9690017700195,52.6310005187988,51.9469985961914,51.1660003662109,49.4410018920898,49.4199981689453,49.5750007629395,49.673999786377
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Austria,AUT,43.4329986572266,48.943000793457,53.5069999694824,53.8390007019043,54.3370018005371,54.5989990234375,54.5620002746582,54.5359992980957,54.9459991455078,54.8689994812012,54.826000213623,54.7459983825684
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Azerbaijan,AZE,51.6940002441406,56.2589988708496,60.2229995727539,60.8139991760254,61.1040000915527,61.3230018615723,61.9230003356934,62.5169982910156,62.9630012512207,63.2620010375977,63.1129989624023,62.9160003662109
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Belarus,BLR,53.2270011901855,53.310001373291,57.5400009155273,57.8610000610352,58.1360015869141,58.3580017089844,58.5270004272461,58.6419982910156,58.6650009155273,58.3950004577637,58.1269989013672,57.8269996643066
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Belgium,BEL,36.5589981079102,43.5699996948242,47.4889984130859,46.8050003051758,46.8889999389648,47.5940017700195,48.0110015869141,48.023998260498,47.765998840332,47.8919982910156,47.8889999389648,47.867000579834
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Bosnia and Herzegovina,BIH,41.2680015563965,38.640998840332,37.0639991760254,36.8370018005371,36.5470008850098,36.273998260498,35.9720001220703,35.6669998168945,35.2589988708496,35.726001739502,35.6279983520508,35.5209999084473
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Bulgaria,BGR,54.4480018615723,44.2560005187988,47.6980018615723,47.2169990539551,47.8250007629395,48.5279998779297,48.6290016174316,48.632999420166,47.7649993896484,49.6269989013672,49.5299987792969,49.4160003662109
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Channel Islands,CHI,46.0219993591309,49.398998260498,50.3079986572266,49.1059989929199,49.1129989624023,49.2229995727539,49.6599998474121,49.8549995422363,49.9440002441406,49.8950004577637,49.6349983215332,49.3810005187988
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Croatia,HRV,47.3320007324219,45.3170013427734,46.193000793457,44.6259994506836,44.5559997558594,44.6119995117188,46.5060005187988,46.9900016784668,45.556999206543,45.8089981079102,45.7249984741211,45.6199989318848
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Cyprus,CYP,46.2550010681152,49.6389999389648,57.6269989013672,56.8079986572266,56.181999206543,56.2700004577637,57.8190002441406,57.882999420166,56.9949989318848,57.257999420166,57.2449989318848,57.2000007629395
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Czech Republic,CZE,51.9819984436035,51.6300010681152,49.2319984436035,49.4309997558594,50.0670013427734,50.9869995117188,50.9679985046387,51.4220008850098,52.064998626709,52.5369987487793,52.4420013427734,52.3339996337891
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Denmark,DNK,61.0470008850098,60.0499992370605,59.798999786377,59.6300010681152,59.1069984436035,58.5859985351563,58.0099983215332,57.7080001831055,59.3120002746582,58.1020011901855,58.0460014343262,57.9889984130859
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Estonia,EST,54.923999786377,52.6119995117188,55.0229988098145,55.560001373291,55.3600006103516,55.3380012512207,54.5900001525879,55.9910011291504,56.4720001220703,57.1380004882813,56.951000213623,56.7360000610352
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Finland,FIN,58.976001739502,56.1870002746582,56.0260009765625,55.8129997253418,55.9459991455078,55.5,55.5050010681152,55.5209999084473,54.9560012817383,55.1599998474121,55.0050010681152,54.8549995422363
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,France,FRA,46.3289985656738,48.6049995422363,50.9230003356934,50.7729988098145,50.9329986572266,51.0810012817383,50.8330001831055,50.7290000915527,50.6759986877441,50.4379997253418,50.3390007019043,50.2490005493164
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Georgia,GEO,58.1440010070801,54.625,56.023998260498,56.4259986877441,57.4690017700195,56.9550018310547,57.4160003662109,58.875,57.7369995117188,57.7309989929199,57.8359985351563,57.8880004882813
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Germany,DEU,45.2280006408691,49.064998626709,52.7890014648438,53.6580009460449,53.7039985656738,54.3089981079102,54.5139999389648,54.6059989929199,54.9599990844727,55.2120018005371,55.2490005493164,55.2680015563965
